0,44547334114782633
0,5505336860867163
0,3158022556839961
0,4237552213578012
0,8999195066736502
0,6108747388762077
0,6418884143190561
0,5827669452111798
0,44286587316095516
0,6048025826803307
0,27173501441085324
0,3997653491809947
0,6488155300203179
0,7334494259798564
0,1828270218640795
0,5383834322217413
0,2506427350160405
0,8544732281126102
0,34548668017024253
0,35716438646221305
0,2745565505738391
0,4499579313791816
0,8687782268162182
0,20548197524019907
0,502839635873098
0,9113288627493583
0,7806985563958926
0,5285341188584811
0,39245503829391204
0,17258707104580961
0,0901319049950583
0,739248465610455
0,09223858171486232
0,8400341560311799
0,07726938833985153
0,3981083286277677
0,2265647618234966
0,6574829466908594
0,3597882525539129
0,004933363713411465
0,12259107932904034
0,3826242033798801
0,10876394245086518
0,8173957042791773
0,08855932628237717
0,3602317264899353
0,10348713472739945
0,3181814303295073
0,031152004252077425
0,14184474303672734
0,5568888853366454
0,09034372546679115
0,3779310526982057
0,666444852420311
0,32044756160881427
0,8627367361950558
0,8098587343706768
0,31295578372470656
0,31410790174140735
0,17674113367058097
0,046875816569632134
0,8757414983187389
0,24937819614833812
0,014938629482893151
0,609478076674985
0,4756725948276773
0,3285110126926881
0,7679904989648696
0,08961593058954831
0,6081956529682702
0,011721165416756829
0,08027089712788682
0,3176361859197667
0,1202780283988274
0,6950318023303237
0,6281046843692594
0,9718642260688775
0,31091104488631716
0,4098432081392539
0,5493426316906539
0,6824308350856532
0,8627548318798748
0,7649256217738942
0,24325013130255324
0,18076040631537238
0,97170476266983
0,8653303231451677
0,615793229354455
0,43821375829659137
0,020668641536571886
0,0548157266032514
0,9398429519267161
0,49504221648378655
0,13657242431739336
0,574833419195299
0,1904656385862291
0,9768513838345444
0,7780684218609132
0,17293595164942321
0,569633757676077
0,5090352151811441
0,1628688035760626
0,5195740257084078
0,7018177506103302
0,5196733483049076
0,5455203013085294
0,8656130228561065
0,5419972816907097
0,34703730942937727
0,29984735365356585
0,9236659109320416
0,42569867237054015
0,6958909060629695
0,310364850464079
0,9946437526895435
0,807686334209864
0,7957119393025367
0,5859266014127127
